,Time,Joint,X,Y,Z
54,2,Right Leg,-0.03552865982055664,-0.20140361785888672,0.9825884103775024
55,2,Right Leg,-0.1725318431854248,-0.1875782012939453,0.9941626787185669
56,2,Right Leg,-0.1604776382446289,-0.18921613693237305,0.5323816537857056
57,2,Right Leg,-0.11896944046020508,-0.056337833404541016,0.09371769428253174
58,2,Body,-0.03552865982055664,-0.20140361785888672,0.9825884103775024
59,2,Body,-0.03554105758666992,-0.1860213279724121,1.236502766609192
60,2,Body,-0.0364384651184082,-0.17681074142456055,1.4862786531448364
61,2,Body,-0.05303549766540527,-0.25838375091552734,1.5598326921463013
62,2,Body,-0.05587053298950195,-0.237396240234375,1.6728636026382446
63,3,Left Hand,-0.03669404983520508,-0.17687511444091797,1.486282467842102
64,3,Left Hand,0.1295710802078247,-0.17504310607910156,1.4819942712783813
65,3,Left Hand,0.4049736261367798,-0.18233680725097656,1.416519284248352
66,3,Left Hand,0.6307789087295532,-0.2856273651123047,1.4177175760269165
67,3,Right Hand,-0.03669404983520508,-0.17687511444091797,1.486282467842102
68,3,Right Hand,-0.20033955574035645,-0.15935420989990234,1.4622188806533813
69,3,Right Hand,-0.4658939838409424,-0.14388751983642578,1.3651248216629028
70,3,Right Hand,-0.7001962661743164,-0.22526931762695312,1.3532906770706177
71,3,Left Leg,-0.03553295135498047,-0.2014303207397461,0.9825907945632935
72,3,Left Leg,0.10146749019622803,-0.21526813507080078,0.970988392829895
73,3,Left Leg,0.10239338874816895,-0.19444704055786133,0.5095177888870239
74,3,Left Leg,0.08789420127868652,-0.06312131881713867,0.06866800785064697
75,3,Right Leg,-0.03553295135498047,-0.2014303207397461,0.9825907945632935
76,3,Right Leg,-0.172532320022583,-0.1875925064086914,0.9941927194595337
77,3,Right Leg,-0.16049742698669434,-0.18911170959472656,0.5324121713638306
78,3,Right Leg,-0.11897397041320801,-0.05637025833129883,0.09370815753936768
79,3,Body,-0.03553295135498047,-0.2014303207397461,0.9825907945632935
80,3,Body,-0.035677433013916016,-0.18611383438110352,1.2365080118179321
81,3,Body,-0.03669404983520508,-0.17687511444091797,1.486282467842102
82,3,Body,-0.053174495697021484,-0.2584962844848633,1.5598098039627075
83,3,Body,-0.05601358413696289,-0.23755216598510742,1.672850251197815
84,4,Left Hand,-0.037133216857910156,-0.1769547462463379,1.4862757921218872
85,4,Left Hand,0.12912654876708984,-0.1751575469970703,1.481753945350647
86,4,Left Hand,0.4045141935348511,-0.182586669921875,1.4162346124649048
87,4,Left Hand,0.6302789449691772,-0.28597021102905273,1.4170466661453247
88,4,Right Hand,-0.037133216857910156,-0.1769547462463379,1.4862757921218872
89,4,Right Hand,-0.2007312774658203,-0.15907859802246094,1.462154507637024
90,4,Right Hand,-0.4660964012145996,-0.1441202163696289,1.364463448524475
91,4,Right Hand,-0.6998295783996582,-0.22715091705322266,1.3528605699539185
92,4,Left Leg,-0.03546643257141113,-0.20143461227416992,0.9825822114944458
93,4,Left Leg,0.10153687000274658,-0.21518898010253906,0.9709192514419556
94,4,Left Leg,0.10242033004760742,-0.19446706771850586,0.5094462633132935
95,4,Left Leg,0.08813142776489258,-0.06308412551879883,0.06860554218292236
96,4,Right Leg,-0.03546643257141113,-0.20143461227416992,0.9825822114944458
97,4,Right Leg,-0.1724691390991211,-0.1876811981201172,0.9942432641983032
98,4,Right Leg,-0.1605238914489746,-0.18904590606689453,0.5324593782424927
99,4,Right Leg,-0.11902332305908203,-0.05638456344604492,0.09372818470001221
100,4,Body,-0.03546643257141113,-0.20143461227416992,0.9825822114944458
101,4,Body,-0.03572702407836914,-0.18615102767944336,1.236500859260559
102,4,Body,-0.037133216857910156,-0.1769547462463379,1.4862757921218872
103,4,Body,-0.05337095260620117,-0.2586636543273926,1.559759259223938
104,4,Body,-0.05621147155761719,-0.23772716522216797,1.6728001832962036
105,5,Left Hand,-0.03742694854736328,-0.17710018157958984,1.4862371683120728
106,5,Left Hand,0.1288306713104248,-0.17531394958496094,1.481646180152893
107,5,Left Hand,0.4041316509246826,-0.18280935287475586,1.4157663583755493
108,5,Left Hand,0.6297528743743896,-0.28650808334350586,1.4160348176956177
109,5,Right Hand,-0.03742694854736328,-0.17710018157958984,1.4862371683120728
110,5,Right Hand,-0.2010045051574707,-0.15932941436767578,1.4618993997573853
111,5,Right Hand,-0.46621203422546387,-0.14408397674560547,1.3638259172439575
112,5,Right Hand,-0.6997032165527344,-0.22780561447143555,1.3523012399673462
113,5,Left Leg,-0.035491943359375,-0.20148468017578125,0.9825435876846313
114,5,Left Leg,0.10150527954101562,-0.21514511108398438,0.9707056283950806
115,5,Left Leg,0.10236954689025879,-0.19454097747802734,0.5092254877090454
116,5,Left Leg,0.08853530883789062,-0.06300544738769531,0.06841623783111572
117,5,Right Leg,-0.035491943359375,-0.20148468017578125,0.9825435876846313
118,5,Right Leg,-0.17248868942260742,-0.18782329559326172,0.9943820238113403
119,5,Right Leg,-0.1604938507080078,-0.18889665603637695,0.5325981378555298
120,5,Right Leg,-0.11913585662841797,-0.056394100189208984,0.09380638599395752
121,5,Body,-0.035491943359375,-0.20148468017578125,0.9825435876846313
122,5,Body,-0.03581428527832031,-0.18613481521606445,1.2364588975906372
123,5,Body,-0.03742694854736328,-0.17710018157958984,1.4862371683120728
124,5,Body,-0.0536043643951416,-0.25884342193603516,1.5596963167190552
125,5,Body,-0.0564727783203125,-0.2379150390625,1.6727386713027954
126,6,Left Hand,-0.03775835037231445,-0.17738723754882812,1.486162781715393
127,6,Left Hand,0.12849807739257812,-0.17558956146240234,1.4815412759780884
128,6,Left Hand,0.4036598205566406,-0.1830310821533203,1.415080189704895
129,6,Left Hand,0.6290912628173828,-0.2871432304382324,1.414739727973938
130,6,Right Hand,-0.03775835037231445,-0.17738723754882812,1.486162781715393
131,6,Right Hand,-0.20130538940429688,-0.1596665382385254,1.4615784883499146
132,6,Right Hand,-0.4663383960723877,-0.14423656463623047,1.3630634546279907
133,6,Right Hand,-0.6995866298675537,-0.22861433029174805,1.351415753364563
134,6,Left Leg,-0.0356593132019043,-0.20149469375610352,0.9824577569961548
135,6,Left Leg,0.10133373737335205,-0.21502351760864258,0.9704214334487915
136,6,Left Leg,0.10223305225372314,-0.19450044631958008,0.5089379549026489
137,6,Left Leg,0.08890438079833984,-0.0628662109375,0.06814301013946533
138,6,Right Leg,-0.0356593132019043,-0.20149469375610352,0.9824577569961548
139,6,Right Leg,-0.1726522445678711,-0.18796586990356445,0.9944936037063599
140,6,Right Leg,-0.16043901443481445,-0.18874120712280273,0.5327149629592896
141,6,Right Leg,-0.11931633949279785,-0.056363582611083984,0.0938636064529419
142,6,Body,-0.0356593132019043,-0.20149469375610352,0.9824577569961548
143,6,Body,-0.035924434661865234,-0.1862187385559082,1.2363773584365845
144,6,Body,-0.03775835037231445,-0.17738723754882812,1.486162781715393
145,6,Body,-0.053958892822265625,-0.25910377502441406,1.5596452951431274
146,6,Body,-0.05683159828186035,-0.2382030487060547,1.6726924180984497
147,7,Left Hand,-0.03815031051635742,-0.1776742935180664,1.4861050844192505
148,7,Left Hand,0.1281057596206665,-0.17592716217041016,1.481446385383606
149,7,Left Hand,0.4030613899230957,-0.18333911895751953,1.4141331911087036
150,7,Left Hand,0.6282192468643188,-0.28803396224975586,1.4129892587661743
151,7,Right Hand,-0.03815031051635742,-0.1776742935180664,1.4861050844192505
152,7,Right Hand,-0.20157122611999512,-0.15920495986938477,1.4612370729446411
153,7,Right Hand,-0.46648097038269043,-0.1444082260131836,1.3622947931289673
154,7,Right Hand,-0.6994667053222656,-0.22946453094482422,1.350329041481018
155,7,Left Leg,-0.03604412078857422,-0.2015395164489746,0.9823905229568481
156,7,Left Leg,0.10095751285552979,-0.21488285064697266,0.9702397584915161
157,7,Left Leg,0.1019132137298584,-0.19422626495361328,0.5087629556655884
158,7,Left Leg,0.08910298347473145,-0.06276226043701172,0.06790030002593994
159,7,Right Leg,-0.03604412078857422,-0.2015395164489746,0.9823905229568481
160,7,Right Leg,-0.17304468154907227,-0.18819713592529297,0.9945412874221802
161,7,Right Leg,-0.16044330596923828,-0.18851089477539062,0.5327731370925903
162,7,Right Leg,-0.11955595016479492,-0.056250572204589844,0.0938645601272583
163,7,Body,-0.03604412078857422,-0.2015395164489746,0.9823905229568481
164,7,Body,-0.03610491752624512,-0.18637704849243164,1.2363168001174927
165,7,Body,-0.03815031051635742,-0.1776742935180664,1.4861050844192505
166,7,Body,-0.054376840591430664,-0.2594289779663086,1.559540867805481
167,7,Body,-0.05730009078979492,-0.2385849952697754,1.6725965738296509
168,8,Left Hand,-0.03857779502868652,-0.1779789924621582,1.4860230684280396
169,8,Left Hand,0.12767624855041504,-0.17621421813964844,1.4813052415847778
170,8,Left Hand,0.4023517370223999,-0.18370437622070312,1.4128690958023071
171,8,Left Hand,0.6271311044692993,-0.28919363021850586,1.4107085466384888
172,8,Right Hand,-0.03857779502868652,-0.1779789924621582,1.4860230684280396
173,8,Right Hand,-0.20195388793945312,-0.15949249267578125,1.4608718156814575
174,8,Right Hand,-0.466630220413208,-0.1448531150817871,1.3612834215164185
175,8,Right Hand,-0.6993541717529297,-0.2305736541748047,1.34894859790802
176,8,Left Leg,-0.03654599189758301,-0.20147371292114258,0.9822894334793091
177,8,Left Leg,0.10047459602355957,-0.21463918685913086,0.9701625108718872
178,8,Left Leg,0.1015859842300415,-0.19374418258666992,0.5086961984634399
179,8,Left Leg,0.08916759490966797,-0.0626673698425293,0.06770718097686768
180,8,Right Leg,-0.03654599189758301,-0.20147371292114258,0.9822894334793091
181,8,Right Leg,-0.17356634140014648,-0.1883082389831543,0.9944173097610474
182,8,Right Leg,-0.1606431007385254,-0.1885824203491211,0.532657265663147
183,8,Right Leg,-0.1196444034576416,-0.05615091323852539,0.09381067752838135
184,8,Body,-0.03654599189758301,-0.20147371292114258,0.9822894334793091
185,8,Body,-0.03641843795776367,-0.18659400939941406,1.2362338304519653
186,8,Body,-0.03857779502868652,-0.1779789924621582,1.4860230684280396
187,8,Body,-0.05459022521972656,-0.25980091094970703,1.5594297647476196
188,8,Body,-0.05769824981689453,-0.23899269104003906,1.6724878549575806
189,9,Left Hand,-0.03916621208190918,-0.1783742904663086,1.4859238862991333
190,9,Left Hand,0.12708353996276855,-0.17659521102905273,1.4810549020767212
191,9,Left Hand,0.4013993740081787,-0.18402814865112305,1.4111825227737427
192,9,Left Hand,0.6256700754165649,-0.2905607223510742,1.4077287912368774
193,9,Right Hand,-0.03916621208190918,-0.1783742904663086,1.4859238862991333
194,9,Right Hand,-0.20252013206481934,-0.16010475158691406,1.4604741334915161
195,9,Right Hand,-0.46692538261413574,-0.14541053771972656,1.360176682472229
196,9,Right Hand,-0.6993753910064697,-0.2317948341369629,1.3473387956619263
197,9,Left Leg,-0.037261009216308594,-0.20132017135620117,0.9821621179580688
198,9,Left Leg,0.09977054595947266,-0.21445894241333008,0.970131516456604
199,9,Left Leg,0.10133945941925049,-0.19324922561645508,0.5086818933486938
200,9,Left Leg,0.08921957015991211,-0.06263113021850586,0.06754839420318604
201,9,Right Leg,-0.037261009216308594,-0.20132017135620117,0.9821621179580688
202,9,Right Leg,-0.17429256439208984,-0.18818140029907227,0.9941936731338501
203,9,Right Leg,-0.16098570823669434,-0.18896961212158203,0.5324455499649048
204,9,Right Leg,-0.11956310272216797,-0.056148529052734375,0.0937577486038208
205,9,Body,-0.037261009216308594,-0.20132017135620117,0.9821621179580688
206,9,Body,-0.03696084022521973,-0.1868739128112793,1.2361303567886353
207,9,Body,-0.03916621208190918,-0.1783742904663086,1.4859238862991333
208,9,Body,-0.055184364318847656,-0.26021862030029297,1.559303879737854
209,9,Body,-0.05833005905151367,-0.23943328857421875,1.672364354133606
210,10,Left Hand,-0.03990435600280762,-0.17903757095336914,1.4858795404434204
211,10,Left Hand,0.12633788585662842,-0.17720556259155273,1.4807792901992798
212,10,Left Hand,0.4001467227935791,-0.1842341423034668,1.4089065790176392
213,10,Left Hand,0.6236546039581299,-0.2923002243041992,1.4039641618728638
214,10,Right Hand,-0.03990435600280762,-0.17903757095336914,1.4858795404434204
215,10,Right Hand,-0.20319151878356934,-0.16052007675170898,1.460182785987854
216,10,Right Hand,-0.46727848052978516,-0.14599943161010742,1.359024167060852
217,10,Right Hand,-0.6993598937988281,-0.23325777053833008,1.345446228981018
218,10,Left Leg,-0.038010597229003906,-0.20105361938476562,0.982071042060852
219,10,Left Leg,0.09903156757354736,-0.2141718864440918,0.9701381921768188
220,10,Left Leg,0.10107302665710449,-0.1926746368408203,0.508703351020813
221,10,Left Leg,0.08927369117736816,-0.06262588500976562,0.06739437580108643
222,10,Right Leg,-0.038010597229003906,-0.20105361938476562,0.982071042060852
223,10,Right Leg,-0.17505216598510742,-0.18793535232543945,0.9940048456192017
224,10,Right Leg,-0.16153383255004883,-0.18970584869384766,0.532265305519104
225,10,Right Leg,-0.11933755874633789,-0.056287288665771484,0.09383070468902588
226,10,Body,-0.038010597229003906,-0.20105361938476562,0.982071042060852
227,10,Body,-0.037795066833496094,-0.18723487854003906,1.2360750436782837
228,10,Body,-0.03990435600280762,-0.17903757095336914,1.4858795404434204
229,10,Body,-0.055957794189453125,-0.26091480255126953,1.55921471118927
230,10,Body,-0.059087514877319336,-0.24016666412353516,1.6722837686538696
231,11,Left Hand,-0.040856361389160156,-0.17969036102294922,1.485855221748352
232,11,Left Hand,0.12537884712219238,-0.17776203155517578,1.4805618524551392
233,11,Left Hand,0.39848148822784424,-0.18418550491333008,1.4059935808181763
234,11,Left Hand,0.6209156513214111,-0.29435300827026367,1.3993264436721802
235,11,Right Hand,-0.040856361389160156,-0.17969036102294922,1.485855221748352
236,11,Right Hand,-0.20412540435791016,-0.16130352020263672,1.4599534273147583
237,11,Right Hand,-0.46779918670654297,-0.1465749740600586,1.357751488685608
238,11,Right Hand,-0.6994762420654297,-0.23476219177246094,1.3432871103286743
239,11,Left Leg,-0.03892803192138672,-0.20064973831176758,0.9820038080215454
240,11,Left Leg,0.09811735153198242,-0.21383428573608398,0.9701815843582153
241,11,Left Leg,0.10061061382293701,-0.1921558380126953,0.5087572336196899
242,11,Left Leg,0.08933734893798828,-0.06258821487426758,0.06729233264923096
243,11,Right Leg,-0.03892803192138672,-0.20064973831176758,0.9820038080215454
244,11,Right Leg,-0.17597317695617676,-0.18746376037597656,0.9938255548477173
245,11,Right Leg,-0.16210150718688965,-0.1902332305908203,0.5321012735366821
246,11,Right Leg,-0.11934161186218262,-0.05631542205810547,0.09387314319610596
247,11,Body,-0.03892803192138672,-0.20064973831176758,0.9820038080215454
248,11,Body,-0.038875579833984375,-0.18729496002197266,1.2360321283340454
249,11,Body,-0.040856361389160156,-0.17969036102294922,1.485855221748352
250,11,Body,-0.05674266815185547,-0.26166391372680664,1.559120774269104
251,11,Body,-0.0599360466003418,-0.24097347259521484,1.672197937965393
252,12,Left Hand,-0.041968345642089844,-0.18051910400390625,1.4858518838882446
253,12,Left Hand,0.124259352684021,-0.17836332321166992,1.4803944826126099
254,12,Left Hand,0.39643025398254395,-0.183807373046875,1.4024206399917603
255,12,Left Hand,0.6173759698867798,-0.29679107666015625,1.393703579902649
256,12,Right Hand,-0.041968345642089844,-0.18051910400390625,1.4858518838882446
257,12,Right Hand,-0.20518755912780762,-0.16204214096069336,1.459704041481018
258,12,Right Hand,-0.4684317111968994,-0.14706087112426758,1.356436848640442
259,12,Right Hand,-0.6995172500610352,-0.23663330078125,1.3410507440567017
260,12,Left Leg,-0.04001665115356445,-0.2005915641784668,0.9819604158401489
261,12,Left Leg,0.09705114364624023,-0.21364068984985352,0.9702430963516235
262,12,Left Leg,0.1000295877456665,-0.19176340103149414,0.5088311433792114
263,12,Left Leg,0.08937263488769531,-0.06257200241088867,0.06724131107330322
264,12,Right Leg,-0.04001665115356445,-0.2005915641784668,0.9819604158401489
265,12,Right Leg,-0.17708277702331543,-0.18754243850708008,0.9936777353286743
266,12,Right Leg,-0.16281819343566895,-0.19063138961791992,0.5319691896438599
267,12,Right Leg,-0.11942195892333984,-0.05632495880126953,0.09392273426055908
268,12,Body,-0.04001665115356445,-0.2005915641784668,0.9819604158401489
269,12,Body,-0.04010772705078125,-0.18777179718017578,1.2360163927078247
270,12,Body,-0.041968345642089844,-0.18051910400390625,1.4858518838882446
271,12,Body,-0.0576784610748291,-0.26262760162353516,1.5590039491653442
272,12,Body,-0.060944557189941406,-0.24208450317382812,1.6721059083938599
273,13,Left Hand,-0.04333972930908203,-0.1813340187072754,1.485845685005188
274,13,Left Hand,0.12287247180938721,-0.17888498306274414,1.4800893068313599
275,13,Left Hand,0.3939483165740967,-0.18301868438720703,1.3983122110366821
276,13,Left Hand,0.612844705581665,-0.2997169494628906,1.3871761560440063
277,13,Right Hand,-0.04333972930908203,-0.1813340187072754,1.485845685005188
278,13,Right Hand,-0.20649456977844238,-0.16279172897338867,1.4593383073806763
279,13,Right Hand,-0.46926045417785645,-0.1473531723022461,1.3549271821975708
280,13,Right Hand,-0.699509859085083,-0.2388768196105957,1.3385244607925415
281,13,Left Leg,-0.041172027587890625,-0.2004532814025879,0.9819213151931763
282,13,Left Leg,0.09591913223266602,-0.21333074569702148,0.9702969789505005
283,13,Left Leg,0.09949982166290283,-0.1918168067932129,0.5088726282119751
284,13,Left Leg,0.08924055099487305,-0.06258583068847656,0.06728470325469971
285,13,Right Leg,-0.041172027587890625,-0.2004532814025879,0.9819213151931763
286,13,Right Leg,-0.17826390266418457,-0.1875767707824707,0.993545651435852
287,13,Right Leg,-0.1635274887084961,-0.1908707618713379,0.5318514108657837
288,13,Right Leg,-0.11932635307312012,-0.05627584457397461,0.09397423267364502
289,13,Body,-0.041172027587890625,-0.2004532814025879,0.9819213151931763
290,13,Body,-0.041544437408447266,-0.18792152404785156,1.2359915971755981
291,13,Body,-0.04333972930908203,-0.1813340187072754,1.485845685005188
292,13,Body,-0.059001922607421875,-0.2635340690612793,1.5589052438735962
293,13,Body,-0.062209129333496094,-0.24323749542236328,1.6720529794692993
294,14,Left Hand,-0.04487109184265137,-0.18228387832641602,1.4858452081680298
295,14,Left Hand,0.12132024765014648,-0.17946672439575195,1.4796582460403442
296,14,Left Hand,0.3911604881286621,-0.18173694610595703,1.3938227891921997
297,14,Left Hand,0.6073499917984009,-0.3031044006347656,1.3800216913223267
298,14,Right Hand,-0.04487109184265137,-0.18228387832641602,1.4858452081680298
299,14,Right Hand,-0.2079637050628662,-0.16382884979248047,1.4588972330093384
300,14,Right Hand,-0.47019052505493164,-0.14776086807250977,1.353234887123108
301,14,Right Hand,-0.6995015144348145,-0.24138212203979492,1.3355785608291626
302,14,Left Leg,-0.04253411293029785,-0.20045709609985352,0.9818865060806274
303,14,Left Leg,0.09458684921264648,-0.2130722999572754,0.9703241586685181
304,14,Left Leg,0.09889161586761475,-0.19185304641723633,0.5088907480239868
305,14,Left Leg,0.08918285369873047,-0.06258821487426758,0.06729996204376221
306,14,Right Leg,-0.04253411293029785,-0.20045709609985352,0.9818865060806274
307,14,Right Leg,-0.17965483665466309,-0.18784284591674805,0.993449330329895
308,14,Right Leg,-0.16420269012451172,-0.19090795516967773,0.5317784547805786
309,14,Right Leg,-0.11949777603149414,-0.056330204010009766,0.09394657611846924
310,14,Body,-0.04253411293029785,-0.20045709609985352,0.9818865060806274
311,14,Body,-0.04319906234741211,-0.18836641311645508,1.2359777688980103
312,14,Body,-0.04487109184265137,-0.18228387832641602,1.4858452081680298
313,14,Body,-0.06029367446899414,-0.26466941833496094,1.558747410774231
314,14,Body,-0.06354522705078125,-0.2446889877319336,1.6719509363174438
315,15,Left Hand,-0.046621084213256836,-0.1832904815673828,1.4858652353286743
316,15,Left Hand,0.11953377723693848,-0.1797800064086914,1.4790655374526978
317,15,Left Hand,0.38795268535614014,-0.17990684509277344,1.3888555765151978
318,15,Left Hand,0.6005511283874512,-0.307098388671875,1.3720403909683228
319,15,Right Hand,-0.046621084213256836,-0.1832904815673828,1.4858652353286743
320,15,Right Hand,-0.20984792709350586,-0.16596031188964844,1.4589868783950806
321,15,Right Hand,-0.47089219093322754,-0.14725351333618164,1.3508588075637817
322,15,Right Hand,-0.6993651390075684,-0.2428569793701172,1.3329602479934692
323,15,Left Leg,-0.04405546188354492,-0.20064401626586914,0.9818860292434692
324,15,Left Leg,0.09309053421020508,-0.21302413940429688,0.9703665971755981
325,15,Left Leg,0.09811925888061523,-0.19214916229248047,0.508926510810852
326,15,Left Leg,0.08901453018188477,-0.0626225471496582,0.06739866733551025
327,15,Right Leg,-0.04405546188354492,-0.20064401626586914,0.9818860292434692
328,15,Right Leg,-0.18120169639587402,-0.18826580047607422,0.9934040307998657
329,15,Right Leg,-0.16483378410339355,-0.19070720672607422,0.5317598581314087
330,15,Right Leg,-0.1195974349975586,-0.05626726150512695,0.093941330909729
331,15,Body,-0.04405546188354492,-0.20064401626586914,0.9818860292434692
332,15,Body,-0.045033931732177734,-0.18868017196655273,1.2359811067581177
333,15,Body,-0.046621084213256836,-0.1832904815673828,1.4858652353286743
334,15,Body,-0.06179690361022949,-0.26596593856811523,1.5584903955459595
335,15,Body,-0.06514835357666016,-0.24636268615722656,1.6717554330825806
336,16,Left Hand,-0.04852581024169922,-0.18428277969360352,1.4858895540237427
337,16,Left Hand,0.11758613586425781,-0.18010807037353516,1.4784480333328247
338,16,Left Hand,0.38431859016418457,-0.17747879028320312,1.3834043741226196
339,16,Left Hand,0.5922646522521973,-0.31162214279174805,1.3628512620925903
340,16,Right Hand,-0.04852581024169922,-0.18428277969360352,1.4858895540237427
341,16,Right Hand,-0.2116715908050537,-0.16702556610107422,1.4584776163101196
342,16,Right Hand,-0.47182250022888184,-0.14711809158325195,1.3484278917312622
343,16,Right Hand,-0.699244499206543,-0.24509096145629883,1.3299623727798462
344,16,Left Leg,-0.04563140869140625,-0.20073986053466797,0.9818850755691528
345,16,Left Leg,0.09153389930725098,-0.2129817008972168,0.9704505205154419
346,16,Left Leg,0.09732818603515625,-0.19254493713378906,0.5089989900588989
347,16,Left Leg,0.08880758285522461,-0.06268882751464844,0.0675574541091919
348,16,Right Leg,-0.04563140869140625,-0.20073986053466797,0.9818850755691528
349,16,Right Leg,-0.18279671669006348,-0.18849706649780273,0.9933210611343384
350,16,Right Leg,-0.16553974151611328,-0.19034194946289062,0.5317064523696899
351,16,Right Leg,-0.11962032318115234,-0.056179046630859375,0.09387266635894775
352,16,Body,-0.04563140869140625,-0.20073986053466797,0.9818850755691528
353,16,Body,-0.04693293571472168,-0.18908071517944336,1.2359949350357056
354,16,Body,-0.04852581024169922,-0.18428277969360352,1.4858895540237427
355,16,Body,-0.06337809562683105,-0.2672290802001953,1.558273434638977
356,16,Body,-0.06675481796264648,-0.24817180633544922,1.6716324090957642
357,17,Left Hand,-0.05092000961303711,-0.1852436065673828,1.485866665840149
358,17,Left Hand,0.11513352394104004,-0.18048954010009766,1.4775296449661255
359,17,Left Hand,0.38009071350097656,-0.17467784881591797,1.3777776956558228
360,17,Left Hand,0.5826696157455444,-0.3158688545227051,1.3515959978103638
361,17,Right Hand,-0.05092000961303711,-0.1852436065673828,1.485866665840149
362,17,Right Hand,-0.21389341354370117,-0.16782808303833008,1.4575401544570923
363,17,Right Hand,-0.4732840061187744,-0.1474471092224121,1.3457967042922974
364,17,Right Hand,-0.698444128036499,-0.25040245056152344,1.3267384767532349
365,17,Left Leg,-0.04736685752868652,-0.20088958740234375,0.9818435907363892
366,17,Left Leg,0.0898137092590332,-0.21300935745239258,0.9704586267471313
367,17,Left Leg,0.0963897705078125,-0.19287395477294922,0.509003758430481
368,17,Left Leg,0.08867359161376953,-0.06268739700317383,0.06764519214630127
